sira,score,tipadi,daire,esasno,esasyil,kararno,karartarihi,kaynak_arama,sinyaller,konu,metin_ozet
1397,18.1,Yargıtay,CG,1-239,2009,14,2010-02-02,gebe+travma,gebe×5 | travma×66 | illiyet×8,BİR SUÇUN İŞLENMESİNİ KOLAYLAŞTIRMAK AMACIYLA KASTEN ÖLDÜRME SUÇU - MAKTULENİN ZİYNET EŞYALARINI YAĞMALAMAK VE BU AMAÇLA MAKTULEYİ ÖLDÜRMEK KONUSUNDA PLAN YAPTIKLARI - EYLEMİNİN FAİLLİK KAPSAMINDA KAL,"(5237 S. K. m. 37, 39, 40, 59, 62, 82, 149) (5320 S. K. m. 8) (1412 S. K. m. 318) (765 S. K. m. 1) Dava: Bir suçun işlenmesini kolaylaştırmak amacıyla kasten öldürme suçundan sanık Oktay'ın 5237 sayılı TCY'nın 82/1-h ve 62. maddeleri gereğince müebbet hapis cezası, sanık Ayşe'nin ise sanık Oktay'ın "
1398,18.1,A.İ.H.M.,2,8077,2008,,2015-11-10,gebe+travma,gebe×1 | travma×10 | illiyet×3 | TCK 87/88,ŞAKİR KAÇMAZ - TÜRKİYE DAVASI,"(AİHS m. 3, 5, 6, 34, 35, 41, 44) (ATILGAN VE DİĞERLERİ - TÜRKİYE DAVASI) (İZCİ - TÜRKİYE DAVASI) (TİMTİK - TÜRKİYE DAVASI) (GAZİOĞLU VE DİĞERLERİ - TÜRKİYE DAVASI) (LABITA - İTALYA DAVASI) (GAFGEN - ALMANYA DAVASI) (BATI VE DİĞERLERİ - TÜRKİYE DAVASI) (ABDÜLSAMET YAMAN - TÜRKİYE DAVASI) (BALÇIK VE "
1399,18.1,Anayasa,1,9604,2016,,2021-04-07,gebe+illiyet,gebe×1 | travma×74 | illiyet×3 | TCK 87/88,ANAYASA MAHKEMESİNİN 7/4/2021 TARİHLİ VE 2016/9604 SAYILI KARARI (BİREYSEL BAŞVURU),"BİRİNCİ BÖLÜM &nbsp; (2709 S. K. m. 5, 17, 40, 129) (2577 S. K. m. 2, 13) (6216 S. K. m. 50) (ANY. MAH. 06.10.2015 T. 2013/7812 E.) (ANY. MAH. 28.09.2016 T. 2014/5097 E.) (ANY. MAH. 05.11.2020 T. 2015/12486 E.) (ANY. MAH. 16.04.2015 T. 2013/7836 E.) (ANY. MAH. 18.09.2013 T. 2012/969 E.) (ANY. MAH. 1"
1400,18,Yargıtay,2,3295,2023,391,2024-01-23,hamile+düşük,gebe×2 | travma×5 | cenin/düşük | aile içi,YARGITAY KARARI,"MAHKEMESİ: Erzurum Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2021/1966 E., 2022/2495 K. DAVA TARİHİ: 22.01.2020 KARAR: Başvurunun kısmen kabulü ile yeniden esas hakkında hüküm tesisi İLK DERECE MAHKEMESİ: Erzurum 3. Aile Mahkemesi SAYISI: 2020/35 E., 2021/274 K. Taraflar arasındaki karşılıklı "
1401,18,Anayasa,1,29771,2017,,2020-10-14,hamile+düşük,gebe×23 | travma×3 | illiyet×1 | cenin/düşük,ANAYASA MAHKEMESİNİN 14/10/2020 TARİHLİ VE 2017/29771 SAYILI KARARI (BİREYSEL BAŞVURU) ,"(2709 S. K. m. 5, 17, 36) (ANY. MAH. 21.01.2016 T. 2013/2803 E.) (ANY. MAH. 16.11.2016 T. 2014/19527 E.) (ANY. MAH. 18.09.2013 T. 2012/969 E.) (ANY. MAH. 30.12.2010 T. 2007/78 E. 2010/120 K.) (ANY. MAH. 02.10.2013 T. 2013/1123 E.) (ANY. MAH. 14.10.2015 T. 2013/9116 E.) &nbsp; *** İncelemekte olduğun"
1402,18,Danıştay,2,17752,2021,2152,2025-04-30,hamile+düşük,gebe×14 | travma×5 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y İKİNCİ DAİRE Esas No : 2021/17752 Karar No : 2025/2152 DAVACI: ... Birliği VEKİLİ: Av. ... DAVALILAR : 1- ... 2- ... Bakanlığı VEKİLİ : Hukuk Müşaviri ... DAVANIN KONUSU : Davacı Birlik tarafından, 30/06/2021 günlü, 31527 sayılı Resmi Gazete'de yayımlanan Aile Hekimliği Sözleşme"
1403,18,Yargıtay,HG,19-505,2016,480,2016-04-06,gebe+illiyet,gebe×2 | travma×5 | illiyet×5 | TCK 87/88,MENFİ TESPİT DAVASI - CEZA DAVASININ SONUCUNUN BEKLENİLMESİ VE CEZA DAVASINDA TESPİT EDİLEN MADDİ OLGULAR ÇERÇEVESİNDE VARILACAK SONUCA GÖRE BİR KARAR VERİLMESİ GEREĞİ - DİRENME KARARININ BOZULMASI - ,"(818 S. K. m. 53) (6098 S. K. m. 74) (5237 S. K. m. 158, 204) (19. HD. 31.03.2011 T. 2010/8614 E. 2011/4185 K.) (19.HD. 18.04.2011 T. 2011/3624 E, 2011/5149 K.) Dava ve Karar: Taraflar arasındaki ""menfi tespit"" davasından dolayı, bozma üzerine direnme yoluyla; Ankara 6. Asliye Ticaret Mahkemesinden "
1404,18,Yargıtay,11,1005,1984,1656,1984-03-22,gebe+illiyet,gebe×2 | travma×5 | illiyet×5 | TCK 87/88,TAZMİNAT DAVASI - DAVACI İLE DAVALI BANKA ARASINDA VEKALET İLİŞKİSİ BULUNDUĞU - VEKİLİN GÖREVİNİ ÖZENLE İFA ETMEDİĞİ - DAVALININ SENET BORÇLUSUNA RÜCU HAKKININ SAKLI OLDUĞU,"(818 S. K. m. 321, 390) Dava: Taraflar arasındaki davadan dolayı İstanbul Asliye 4. Ticaret mahkemesince verilen 26.10.1983 tarih ve 1225-753 sayılı hükmün duruşmalı olarak temyizen tetkiki davalı avukatı tarafından istenmiş olmakla işin gereği konuşulup düşünüldü : Karar: Davacı vekili, müvekkilini"
1405,18,Yargıtay,3,1422,2025,4554,2025-10-06,hamile+düşük,gebe×30 | travma×5 | cenin/düşük,ALACAK İSTEMİ - DAVALI DOKTOR EYLEMLERİNİN TIP BİLİMİNİN GENEL KABUL GÖRMÜŞ İLKE VE KURALLARINA UYGUN OLDUĞU DAVA KONUSU OLAYDA DAVALI DOKTOR VE DAVALI HASTANENİN KUSUR VE İHMALİNİN OLMADIĞI - HÜKMÜN ,"(6100 S. K. m. 370, 371) &nbsp; Bölge Adliye Mahkemesi kararı, davacılar vekili tarafından temyiz edilmekle; kesinlik, süre, temyiz şartı ve diğer usul eksiklikleri yönünden yapılan ön inceleme sonucunda, temyiz dilekçesinin kabulüne karar verildikten ve Tetkik Hâkimi tarafından hazırlanan rapor din"
1406,18,Danıştay,10,292,2024,3085,2024-09-18,hamile+düşük,gebe×35 | travma×5 | cenin/düşük,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2024/292 KararNo : 2024/3085 TEMYİZ EDEN (DAVACI): Kendi adlarına asaleten ...'e velayeten ... ve ... VEKİLİ: Av. ... KARŞI TARAF (DAVALI): ... Bakanlığı / ANKARA VEKİLİ: Av. ... İSTEMİN_KONUSU: Davacılardan ...'ün 24/11/2000 tarihinde doğum için gittiği G
1407,18,A.İ.H.M.,A.İ.H.M.,46854,1999,,,hamile+düşük,gebe×12 | travma×5 | cenin/düşük,VALİDE AKKUŞ - TÜRKİYE DAVASI,(Başvuru no:46854/99) KABULEDİLEBİLİRLİK KARARININ ÖZET ÇEVİRİSİ OLAYLAR 1961 doğumlu başvuran Valide Akkuş Kürt kökenli Türk vatandaşı olup İstanbul'da ikamet etmektedir. Başvuran AİHM önünde İstanbul Barosu avukatlarından E. Keskin tarafından temsil edilmektedir. 24 Aralık 1997 tarihinde Gebze Emn
1408,18,Yargıtay,2,7263,2023,4835,2024-06-25,hamile+düşük,gebe×4 | travma×10 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Samsun Bölge Adliye Mahkemesi 4. Hukuk Dairesi SAYISI: 2023/1486 E., 2023/1770 K. KARAR: Başvurunun kabulü ile yeniden esas hakkında hüküm tesisi İLK DERECE MAHKEMESİ: Ünye Aile Mahkemesi SAYISI: 2022/828 E., 2023/246 K. Taraflar arasındaki boşanma davasından dolayı kaldırma kararından so"
1409,18,Yargıtay,9,13800,2021,787,2023-02-21,hamile+düşük,gebe×14 | travma×5 | cenin/düşük,ÇOCUK DÜŞÜRTME SUÇU - SANIKLARIN BİRBİRLERİNİ SUÇLAYAN SOYUT İDDİALARI DIŞINDA BU SANIKLARIN ÜZERLERİNE ATILI SUÇU İŞLEDİKLERİNE DAİR HER TÜRLÜ ŞÜPHEDEN UZAK KESİN VE İNANDIRICI BİR DELİL BULUNMADIĞI ,"(5271 S. K. m. 223, 260) (5320 S. K. m. 8) (1412 S. K. m. 305, 310, 317) &nbsp; Sanıklar hakkında kurulan hükümlerin; karar tarihi itibarıyla 6723 sayılı Kanun&rsquo;un 33 üncü maddesiyle değişik 5320 sayılı Kanun&rsquo;un 8 inci maddesi gereği yürürlükte bulunan 1412 sayılı Ceza Muhakemeleri Usulü "
1410,18,Yargıtay,HG,880,2018,1153,2021-10-05,hamile+düşük,gebe×12 | travma×3 | illiyet×1 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi 1. Taraflar arasındaki “işçilik alacağı” davasından dolayı yapılan yargılama sonunda, Gebze 3. İş Mahkemesince verilen davanın kısmen kabulüne ilişkin karar davacı ve davalı ... vekilleri tarafından temyiz edilmesi üzerine Yargıtay 9. Hukuk Dairesince yapılan inceleme sonunda "
1411,17.9,Yargıtay,CG,1180,2015,707,2019-12-10,gebe+travma,gebe×3 | travma×60 | illiyet×2 | TCK 87/88,YARGITAY KARARI,"Kararı Veren Yargıtay Dairesi: 1. Ceza Dairesi Mahkemesi:Ağır Ceza Sayısı : 48-125 Sanıklar ... ve ...’ın, iştirak hâlinde kişiyi hürriyetinden yoksun kılma suçundan TCK’nın 109/2, 109/3-b, 62, 53 ve 63. maddeleri uyarınca 3 yıl 4 ay hapis cezası ile cezalandırılmalarına, hak yoksunluğuna ve mahsuba"
1412,17.9,Danıştay,4,4794,2021,2559,2023-05-09,gebe+illiyet,gebe×1 | travma×9 | illiyet×12,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2021/4794 KararNo : 2023/2559 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı VEKİLİ : Av. … KARŞI TARAF (DAVACI): ... İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı kararının temyizen incelenerek bozulması "
1413,17.9,Danıştay,4,6189,2020,2555,2023-05-09,gebe+illiyet,gebe×1 | travma×9 | illiyet×12,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2020/6189 KararNo : 2023/2555 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı VEKİLİ: Av. … KARŞI TARAF (DAVACI): … İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı kararının temyizen incelenerek bozulması ist"
1414,17.9,Danıştay,İD,2915,2024,597,2025-03-17,gebe+illiyet,gebe×7 | travma×4 | illiyet×10,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y İDARİ DAVA DAİRELERİ KURULU Esas No : 2024/2915 KararNo : 2025/597 TEMYİZ EDEN (DAVACI): ... VEKİLİ: Av. ... KARŞI TARAF (DAVALI): ... Üniversitesi Rektörlüğü VEKİLİ: Av. ... İSTEMİN KONUSU: ... İdare Mahkemesinin ... tarih ve E:..., K:... sayılı ısrar kararının temyizen incelen"
1415,17.9,Yargıtay,2,4036,2023,566,2024-02-06,hamile+düşük,gebe×5 | travma×9 | cenin/düşük,YARGITAY KARARI,"... MAHKEMESİ: Antalya Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2022/95 E., 2023/572 K. DAVA TARİHİ: 06.11.2018-09.11.2018 KARAR: Esastan ret İLK DERECE MAHKEMESİ: Manavgat 1. Aile Mahkemesi SAYISI: 2018/1186 E., 2021/619 K. Taraflar arasındaki karşılıklı boşanma davasından dolayı yapılan yar"
1416,17.8,Danıştay,4,3432,2020,2411,2023-05-02,gebe+illiyet,gebe×2 | travma×10 | illiyet×9,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2020/3432 KararNo : 2023/2411 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı (… Vergi Dairesi Müdürlüğü) VEKİLİ: Av. … KARŞI TARAF (DAVACI): … VEKİLİ: Av. … İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı ka"
1417,17.8,Yargıtay,2,2566,2023,5302,2023-11-08,hamile+düşük,gebe×6 | travma×8 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Kayseri Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2023/45 E., 2023/51 K. KARAR: Esastan ret İLK DERECE MAHKEMESİ: Kayseri 4. Aile Mahkemesi SAYISI: 2021/944 E., 2022/832 K. Taraflar arasındaki boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince açılan asıl da"
1418,17.8,Danıştay,4,44,2021,2412,2023-05-02,gebe+illiyet,gebe×2 | travma×10 | illiyet×9,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2021/44 KararNo : 2023/2412 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı (… Vergi Dairesi Müdürlüğü) VEKİLİ: Av. … KARŞI TARAF (DAVACI): … VEKİLİ: Av. … İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı kara"
1419,17.8,Anayasa,1,18196,2017,,2020-09-16,gebe+illiyet,gebe×29 | travma×2 | illiyet×3 | TCK 87/88,ANAYASA MAHKEMESİNİN 16/9/2020 TARİHLİ VE 2017/18196 SAYILI KARARI (BİREYSEL BAŞVURU),"(AİHS m. 8) (2709 S. K. m. 17, 40, 56) (2827 S. K. m. 2, 4, 6) (6216 S. K. m. 50) (Anayasa Mahkemesi İçtüzüğü m. 79) (ANY. MAH. 11.10.2018 T. 2015/97 E.) (ANY. MAH. 26.12.2018 T. 2014/19450 E.) (ANY. MAH. 18.09.2013 T. 2012/969 E.) (ANY. MAH. 09.09.2015 T. 2013/7528 E.) (ANY. MAH. 09.09.2015 T. 2013"
1420,17.8,Yargıtay,3,4377,2024,5029,2025-10-21,gebe+illiyet,gebe×13 | travma×2 | illiyet×3 | TCK 87/88,YARGITAY KARARI,"MAHKEMESİ: Antalya Bölge Adliye Mahkemesi 3. Hukuk Dairesi SAYISI: 2023/983 E., 2024/1694 K. İLK DERECE MAHKEMESİ: Antalya 14. Asliye Hukuk Mahkemesi SAYISI: 2022/176 E., 2022/242 K. Bölge Adliye Mahkemesi kararı, davalı vekili tarafından duruşmasız, davacılar vekili tarafından duruşma istemli temyi"
1421,17.8,Danıştay,4,4227,2022,2156,2023-04-12,gebe+illiyet,gebe×2 | travma×10 | illiyet×9,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2022/4227 KararNo : 2023/2156 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı (… Vergi Dairesi Müdürlüğü) VEKİLİ : Av. … KARŞI TARAF (DAVACI): … VEKİLİ: Av. … İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı k"
1422,17.8,Danıştay,4,66,2021,2413,2023-05-02,gebe+illiyet,gebe×2 | travma×10 | illiyet×9,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y DÖRDÜNCÜ DAİRE Esas No : 2021/66 KararNo : 2023/2413 TEMYİZ EDEN (DAVALI): … Vergi Dairesi Başkanlığı (… Vergi Dairesi Müdürlüğü) VEKİLİ: Av. … KARŞI TARAF (DAVACI): … VEKİLİ: Av. … İSTEMİN KONUSU: … Bölge İdare Mahkemesi ... Vergi Dava Dairesinin … tarih ve E:…, K:… sayılı kara"
1423,17.7,Yargıtay,12,8297,2016,5177,2018-05-08,gebe+illiyet,gebe×3 | travma×10 | illiyet×6 | trafik/iş kaz,YARGITAY KARARI,"Mahkemesi :Asliye Ceza Mahkemesi Suç: Taksirle yaralama Hüküm: TCK'nın 89/4, 62/1. maddeleri gereğince mahkumiyet Taksirle yaralama suçundan sanığın mahkumiyetine ilişkin hüküm sanık tarafından temyiz edilmekle, dosya incelenerek gereği düşünüldü: Yapılan yargılamaya, toplanıp karar yerinde gösteril"
1424,17.7,Yargıtay,2,397,2023,2909,2023-06-01,hamile+düşük,gebe×1 | travma×2 | illiyet×5 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2021/1512 E., 2022/1720 K. KARAR: İstinaf başvurusunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: ... Aile Mahkemesi SAYISI: 2018/974 E., 2021/54 K. Taraflar arasındaki davacı erkek tarafından açılan boşanm"
1425,17.7,Yargıtay,CG,14-493,2018,60,2020-02-06,gebe+travma,gebe×5 | travma×27 | illiyet×1 | TCK 87/88,CİNSEL İSTİSMAR SUÇU - SANIĞIN MAĞDUREYİ YİYECEK VERECEĞİNDEN BAHİSLE BİR DEPOYA GÖTÜREREK CİNSEL İSTİSMARDA BULUNDUĞUNA DAİR HER TÜRLÜ ŞÜPHEDEN UZAK KESİN VE İNANDIRICI DELİL BULUNMADIĞI - CUMHURİYET,"(5237 S. K. &nbsp;m. 53, 103, 109) (5271 S. K. &nbsp;m. 230, 289) &nbsp; Sanık ...&#39;ın beden veya ruh sağlığını bozacak şekilde çocuğun nitelikli cinsel istismarı suçundan TCK&#39;nın 103/1-a maddesi delaletiyle 103/2, 103/6 ve 53. maddeleri uyarınca 15 yıl hapis; kişiyi hürriyetinden yoksun kılm"
1426,17.7,Yargıtay,2,5219,2024,7587,2024-10-21,hamile+düşük,gebe×1 | travma×6 | illiyet×3 | cenin/düşük,YARGITAY KARARI,"İNCELENEN KARARIN MAHKEMESİ: Kayseri Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2024/771 E., 2024/738 K. KARAR: İstinaf başvurusunun kısmen kabulü ile yeniden hüküm kurma İLK DERECE MAHKEMESİ: Niğde 1. Aile Mahkemesi SAYISI: 2022/717 E., 2023/717 K. Taraflar arasındaki boşanma davasından dolayı"
1427,17.7,Yargıtay,CG,7,2018,161,2022-03-10,gebe+travma,gebe×5 | travma×64 | illiyet×1 | TCK 87/88,YARGITAY KARARI,"Yargıtay Dairesi: (Kapatılan) 14. Ceza Dairesi Kişiyi hürriyetinden yoksun kılma suçundan sanık ...'ın TCK'nın 109/2, 109/3-a, 109/5, 62, 53/1, 63 ve 54. maddeleri uyarınca 5 yıl hapis cezası ile cezalandırılmasına, hak yoksunluğuna, mahsuba ve müsadereye ilişkin ... 1. Ağır Ceza Mahkemesince verile"
1428,17.7,Yargıtay,2,2965,2024,3870,2024-05-27,hamile+düşük,gebe×1 | travma×4 | illiyet×4 | cenin/düşük,BOŞANMA İSTEMİ - BOŞANMAYA NEDEN OLAN OLAYLARDA ERKEĞİN AĞIR KUSURLU OLDUĞU KUSURLARIN AYNI ZAMANDA KADININ KİŞİLİK HAKLARINA SALDIRI TEŞKİL ETTİĞİ - HÜKMÜN ONANMASI,"(4721 S. K. m. 166, 169, 174, 175, 330) (6100 S. K. m. 369, 370, 371) &nbsp; Taraflar arasında İlk Derece Mahkemesinde görülen ve istinaf incelemesinden geçen boşanma davasında verilen karar hakkında yapılan temyiz incelemesi sonucunda, Dairece Sakarya Bölge Adliye Mahkemesi 2. Hukuk Dairesi&rsquo;n"
1429,17.7,Anayasa,1,4198,2019,,2022-01-18,gebe+travma,gebe×1 | travma×20 | illiyet×1 | cenin/düşük,ANAYASA MAHKEMESİNİN 18/1/2022 TARİHLİ VE 2019/4198 SAYILI KARARI (BİREYSEL BAŞVURU) ,"(2709 S. K. m. 17) (6100 S. K. m. 339) (ANY. MAH. 18.09.2013 T. 2012/969 E.) (ANY. MAH. 17.09.2013 T. 2012/752 E.) (ANY. MAH. 18.09.2013 T. 2012/1017 E.) (ANY. MAH. 16.07.2014 T. 2013/6319 E.) (ANY. MAH. 16.09.2015 T. 2013/4668 E.) (ANY. MAH. 16.12.2015 T. 2013/6574 E.) &nbsp; *** İncelemekte olduğu"
1430,17.7,Yargıtay,12,4326,2023,4157,2023-10-18,gebe+travma,gebe×3 | travma×18 | illiyet×1 | künt/batın | trafik/iş kaz,TAKSİRLE ÖLDÜRME SUÇU - ÜÇTE BİR ORANINDA ARTIRIM YAPILMASININ İSABETLİ VE ORANTILILIK İLKESİNE DE UYGUN OLDUĞU - HÜKMÜN ONANMASI,"(5271 S. K. m., 223, 260, 286, 289, 294, 298, 302) (5237 S. K. m. 22, 43, 53, 58, 62, 63, 66, 85, 86) &nbsp; İlk Derece Mahkemesince verilen hükme yönelik istinaf incelemesi üzerine Bölge Adliye Mahkemesi tarafından verilen kararın; 5271 sayılı Ceza Muhakemesi Kanunu&rsquo;nun (5271 sayılı Kanun) 28"
1431,17.7,Yargıtay,2,3844,2023,1299,2024-02-28,hamile+düşük,gebe×1 | travma×10 | illiyet×1 | cenin/düşük,YARGITAY KARARI,"... MAHKEMESİ: İzmir Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2021/2466 E., 2023/424 K. DAVA TARİHİ: 08.08.2019 KARAR: İstinaf başvurusunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: İzmir 3. Aile Mahkemesi SAYISI: 2019/566 E., 2021/370 K. Taraflar arasındaki ka"
1432,17.7,Yargıtay,CG,266,2021,316,2023-05-31,gebe+travma,gebe×1 | travma×76 | illiyet×1 | cenin/düşük,YARGITAY KARARI,"İtirazname No: 2019/57055 YARGITAY DAİRESİ : 1. Ceza Dairesi MAHKEMESİ :Ağır Ceza SAYISI: 224-234 I. HUKUKÎ SÜREÇ Sanık ...'un nitelikli kasten öldürme suçundan beraatine ilişkin Tokat 1. Ağır Ceza Mahkemesince verilen 08.09.2015 tarihli ve 224-234 sayılı hükmün, katılan ... tarafından temyiz edilme"
1433,17.6,Danıştay,15,4111,2013,2803,2016-04-22,gebe+illiyet,gebe×22 | travma×1 | illiyet×10,TAZMİNAT DAVASI - USUL HÜKÜMLERİNE UYULMAMIŞ OLUNMASI SEBEPLERİNDEN DOLAYI İNCELENEN KARARI BOZACAĞI KURALI - HÜKMÜN ONANMASI GEREĞİ,"(657 S. K. m. 125) (5237 S. K. m. 99) (2577 S. K. m. 49) İstemin Özeti: Sivas İli, Şarkışla İlçesi .....Hastanesinde 18.11.2004 tarihinde doktor S.K. tarafından yapılan cerrahi müdahalede davalı idarenin hizmet kusuru nedeniyle hayatını kaybeden müteveffa D.... A..... Ö.....'ün desteğinden yoksun ka"
1434,17.6,Yargıtay,13,5227,2018,12604,2019-12-16,gebe+illiyet,gebe×10 | travma×1 | illiyet×13,YARGITAY KARARI,"MAHKEMESİ:Asliye Hukuk Mahkemesi Taraflar arasındaki tazminat davasının yapılan yargılaması sonunda ilamda yazılı nedenlerden dolayı davanın kısmen kabulüne kısmen reddine yönelik olarak verilen hükmün davalılar ...Vakfı ... Hastanesi ve ... avukatınca duruşmalı, davacılar avukatınca duruşmasız olar"
1435,17.6,Danıştay,15,4214,2015,8979,2015-12-17,gebe+illiyet,gebe×12 | travma×1 | illiyet×20,İŞLEMİN İPTALİ İSTEMİ - SAĞLIK HİZMETİ NEDENİYLE DUYULAN SIKINTI VE ÜZÜNTÜNÜN KISMEN DE OLSA HAFİFLETİLEBİLMESİ GEREĞİ - TEMYİZE KONU KARARIN MANEVİ TAZMİNAT İSTEMİNİN REDDİNE İLİŞKİN KISMINDA HUKUKA ,"(2709 S. K. m. 125) (2577 S. K. m. 54) İstemin Özeti: Gaziantep 2. İdare Mahkemesi'nin 28/11/2014 tarih ve E:2014/484; K:2014/1026 sayılı kararının, hukuka uygun olmadığı ileri sürülerek temyizen incelenerek bozulması istenilmektedir. Savunmanın Özeti: Temyiz isteminin reddi gerektiği savunulmaktadı"
1436,17.6,Yargıtay,3,4066,2022,1340,2023-05-09,gebe+illiyet,gebe×18 | travma×3 | illiyet×9,YARGITAY KARARI,"MAHKEMESİ: Kayseri Bölge Adliye Mahkemesi 6. Hukuk Dairesi SAYISI: 2022/191 E., 2022/208 K. DAVA TARİHİ: 29.04.2016 KARAR: Davanın kısmen kabulü İLK DERECE MAHKEMESİ: Kayseri 1. Asliye Ticaret Mahkemesi SAYISI: 2016/782 E., 2021/869 K. Taraflar arasındaki maddi ve manevi tazminat davasından dolayı y"
1437,17.6,Yargıtay,3,5498,2023,3434,2024-10-31,gebe+illiyet,gebe×25 | travma×1 | illiyet×10,YARGITAY KARARI,"MAHKEMESİ:Asliye Hukuk Mahkemesi SAYISI: 2021/235 E., 2023/172 K. Taraflar arasındaki tazminat davasından dolayı yapılan yargılama sonunda, Mahkemece bozmaya uyularak davanın kısmen kabulüne karar verilmiştir. Mahkeme kararı taraf vekillerince temyiz edilmekle; kesinlik, süre, temyiz şartı ve diğer "
1438,17.6,Yargıtay,13,15355,2015,2174,2017-02-22,gebe+illiyet,gebe×16 | travma×1 | illiyet×10,YARGITAY KARARI,"MAHKEMESİ:Asliye Hukuk Mahkemesi Taraflar arasındaki tazminat davasının yapılan yargılaması sonunda ilamda yazılı nedenlerden dolayı davanın reddine yönelik olarak verilen hükmün süresi içinde davacılar avukatınca temyiz edilmesi üzerine dosya incelendi gereği konuşulup düşünüldü. KARAR Davacılar, ."
1439,17.6,Yargıtay,4,26633,2021,627,2023-01-18,gebe+illiyet,gebe×4 | travma×15 | illiyet×8,YARGITAY KARARI,"MAHKEMESİ : Ankara Bölge Adliye Mahkemesi 23. Hukuk Dairesi SAYISI : 2021/1713 E., 2021/1658 K. HÜKÜM/KARAR : Esastan Ret / Davanın Reddi İLK DERECE MAHKEMESİ : Ankara 9. Tüketici Mahkemesi SAYISI : 2019/306 E., 2021/329 K. Taraflar arasındaki tazminat davasından dolayı yapılan yargılama sonunda İlk"
1440,17.6,Anayasa,2,31440,2019,,2024-06-05,gebe+travma,gebe×4 | travma×22 | illiyet×8,ANAYASA MAHKEMESİNİN 5/6/2024 TARİHLİ VE 2019/31440 SAYILI KARARI (BİREYSEL BAŞVURU) ,"(2709 S. K. m. 5, 17, 56) (4483 S. K. m. 6) (6100 S. K. m. 339) (ANY. MAH. 09.09.2015 T. 2014/12633 E.) (ANY. MAH. 17.09.2013 T. 2012/752 E.) (ANY. MAH. 01.12.2016 T. 2014/14844 E.) (ANY. MAH. 03.04.2014 T. 2013/2839 E.) &nbsp; *** İncelemekte olduğunuz karar Resmi Gazete&rsquo;de yayımlanmamış olup"
1441,17.6,Anayasa,1,829,2013,,2014-12-11,hamile+düşük,gebe×2 | travma×5 | illiyet×3 | cenin/düşük,ANAYASA MAHKEMESİNİN 11/12/2014 TARİHLİ VE 2013/829 SAYILI KARARI (BİREYSEL BAŞVURU),"(2709 S. K. m. 17, 36) (4483 S. K. m. 3, 5, 6) (2577 S. K. m. 13) (6098 S. K. m. 49, 74) (818 S. K. m. 321, 386, 390) (6216 S. K. m. 45, 46) (YHGK 13.04.2011 T. 2010/13-717 E. 2011/129 K.) (YHGK 01.02.2012 T. 2011/4-592 E. 2012/25) (13 HD 16.02.2012 T. 2011/19947 E. 2012/3097 K.) RGT: 12.05.2015 RG "
